
gaNa	iw_XAwu	mng	paxI	Heritage	saMsAXanI	Apte-dict-form
axAxiH	lihaz	AsvAxane	pa.pa	lih#1	lih1	lih
axAxiH	cakRizf	vyakwAyAM_vAci	A.pa	cakR	cakR1	cakR
axAxiH	Iraz	gawO	A.pa	Ir	Ir1	Ir
axAxiH	Iraz	kampane	A.pa	Ir	Ir1	Ir
axAxiH	Idaz	swuwO	A.pa	Id	Id1	Id
axAxiH	ISaz	ESvarye	A.pa	IS#1	IS1	IS
axAxiH	Asaz	upaveSane	A.pa	As#2	As1	As
axAxiH	AfaH-SAsuz	icCAyAm	A.pa	-	AfaH-SAs1	AfaH-SAs
axAxiH	vasaz	AcCAxane	A.pa	vas#2	vas2	vas
axAxiH	kasiz	gawO	A.pa	-	kas2	kaMs
axAxiH	kasiz	SAsane	A.pa	-	kas2	kas
axAxiH	Nisiz	cumbane	A.pa	-	Nis1	niMs
axAxiH	Nisiz	gawO	A.pa	-	Nis1	niMs
axAxiH	Nisiz	niSAne	A.pa	-	Nis1	niMs
axAxiH	Nijiz	SuxXO	A.pa	nij	Nij1	niFj
axAxiH	Sijiz	avyakwe_Sabxe	A.pa	SiFj	Sij1	SiFj
axAxiH	pijiz	varNe	A.pa	piFj	pij1	piFj
axAxiH	pqjIz	samparke	A.pa	-	pqj1	pqj
axAxiH	vqjIz	varjane	A.pa	-	vqj2	vqj
axAxiH	pqcIz	samparcane	A.pa	-	pqc1	pqc
axAxiH	pqcIz	samparke	A.pa	-	pqc1	pqc
axAxiH	RUf	prANigarBavimocane	A.pa	sU#1	RU1	sU
axAxiH	RUf	prANigarBavimocane	pa.pa	-	RU1	sU
axAxiH	SIf	svapne	A.pa	SI#1	SI1	SI
axAxiH	SIf	svapne	pa.pa	-	SI1	SI
axAxiH	yu	miSraNe	pa.pa	yu#1	yu1	yu
axAxiH	ru	Sabxe	pa.pa	ru	ru2	ru
axAxiH	Nu	swuwO	pa.pa	nu#1	Nu1	nu
axAxiH	tukRu	Sabxe	pa.pa	kRu	kRu1	kRu
axAxiH	kRNu	wejane	pa.pa	kRNu	kRNu1	kRNu
axAxiH	Rnu	prasravaNe	pa.pa	snu	Rnu1	snu
axAxiH	UrNuF	AcCAxane	A.pa	-	UrNu1	UrNu
axAxiH	UrNuF	AcCAxane	pa.pa	-	UrNu1	UrNu
axAxiH	xyu	aBigamane	pa.pa	-	xyu1	xyu
axAxiH	Ru	ESvarye	pa.pa	su#2	Ru2	su
axAxiH	Ru	prasave	pa.pa	-	Ru2	su
axAxiH	ku	Sabxe	pa.pa	-	ku2	ku
axAxiH	RwuF	swuwO	A.pa	swu	Rwu1	swu
axAxiH	RwuF	swuwO	pa.pa	swu	Rwu1	swu
axAxiH	brUF	vyakwAyAM_vAci	A.pa	brU,ah	brU1	brU
axAxiH	brUF	vyakwAyAM_vAci	pa.pa	brU,ah	brU1	brU
axAxiH	iN	gawO	pa.pa	i	i1	i
axAxiH	if	aXyayane	A.pa	-	i2	i
axAxiH	ik	smaraNe	pa.pa	-	i4	i
axAxiH	vI	asane	pa.pa	vI#1	vI1	vI
axAxiH	vI	gawO	pa.pa	vI#1	vI1	vI
axAxiH	vI	kAnwO	pa.pa	-	vI1	vI
axAxiH	vI	KAxane	pa.pa	vI#1	vI1	vI
axAxiH	vI	prajane	pa.pa	vI#1	vI1	vI
axAxiH	yA	prApaNe	pa.pa	yA#1	yA1	yA
axAxiH	vA	ganXane	pa.pa	-	vA1	vA
axAxiH	vA	gawO	pa.pa	vA#2	vA1	vA
axAxiH	BA	xIpwO	pa.pa	BA#1	BA1	BA
axAxiH	RnA	SOce	pa.pa	snA	RnA1	snA
axAxiH	SrA	pAke	pa.pa	-	SrA2	SrA
axAxiH	xrA	kuwsAyAM_gawO	pa.pa	xrA#1	xrA1	xrA
axAxiH	psA	BakRaNe	pa.pa	-	psA1	psA
axAxiH	pA	rakRaNe	pa.pa	pA#2	pA2	pA
axAxiH	rA	xAne	pa.pa	rA#1	rA1	rA
axAxiH	lA	AxAne	pa.pa	lA	lA1	lA
axAxiH	xAp	lavane	pa.pa	xA#2	xA2	xA
axAxiH	KyA	prakaWane	pa.pa	KyA	KyA1	KyA
axAxiH	prA	pUraNe	pa.pa	prA#1	prA1	prA
axAxiH	mA	mAne	pa.pa	mA#1	mA1	mA
axAxiH	vacaz	pariBARaNe	pa.pa	vac	vac1	vac
axAxiH	vixaz	jFAne	pa.pa	vix#1	vix1	vix
axAxiH	asaz	Buvi	pa.pa	as#1	as2	as
axAxiH	mqjUzR	SuxXO	pa.pa	mqj	mqj1	mqj
axAxiH	ruxizr	aSruvimocane	pa.pa	rux#1	rux1	rux
axAxiH	FiRvapaz	Saye	pa.pa	svap	Rvap1	svap
axAxiH	Svasaz	prANane	pa.pa	Svas#1	Svas1	Svas
axAxiH	anaz	prANane	pa.pa	an#2	an1	an
axAxiH	jakRaz	BakRaNe	pa.pa	jakR	jakR1	jakR
axAxiH	jakRaz	hasane	pa.pa	-	jakR1	jakR
axAxiH	jAgq	nixrAkRaye	pa.pa	jAgq	jAgq1	jAgq
axAxiH	xarixrA	xurgawO	pa.pa	-	xarixrA1	xarixrA
axAxiH	cakAsqz	xIpwO	pa.pa	cakAs	cakAs1	cakAs
axAxiH	SAsuz	anuSiRtO	pa.pa	SAs	SAs1	SAs
axAxiH	xIXIf	xevane	A.pa	-	xIXI1	xIXI
axAxiH	xIXIf	xIpwO	A.pa	-	xIXI1	xIXI
axAxiH	vevIf	vewinA_wulye	A.pa	-	vevI1	vevI
axAxiH	Rasaz	svapne	pa.pa	-	Ras1	sas
axAxiH	Raswiz	svapne	pa.pa	-	Rasw1	saMsw
axAxiH	vaSaz	kAnwO	pa.pa	vaS	vaS1	vaS
axAxiH	hnuf	apanayane	A.pa	hnu	hnu1	hnu
	
gaNa	iw_XAwu	mng	paxI	Heritage	saMsAXanI	saMsAXanI
	
juhowyAxiH	hu	axane	pa.pa	hu	hu1	hu
juhowyAxiH	hu	xAne	pa.pa	hu	hu1	hu
juhowyAxiH	FiBI	Baye	pa.pa	BI#1	BI1	BI
juhowyAxiH	hrI	lajjAyAm	pa.pa	hrI#1	hrI1	hrI
juhowyAxiH	pQ	pAlane	pa.pa	pQ	pQ1	pQ
juhowyAxiH	pQ	pUraNe	pa.pa	-	pQ1	pQ
juhowyAxiH	pq	pAlane	pa.pa	pq#1	+pq1	+pq
juhowyAxiH	pq	pUraNe	pa.pa	-	+pq1	+pq
juhowyAxiH	duBqF	poRaNe	A.pa	Bq	Bq2	Bq
juhowyAxiH	duBqF	poRaNe	pa.pa	Bq	Bq2	Bq
juhowyAxiH	duBqF	XAraNe	A.pa	Bq	Bq2	Bq
juhowyAxiH	duBqF	XAraNe	pa.pa	Bq	Bq2	Bq
juhowyAxiH	mAf	mAne	A.pa	mA#1	mA2	mA
juhowyAxiH	mAf	Sabxe	A.pa	-	mA2	mA
juhowyAxiH	ozhAf	gawO	A.pa	hA#2	hA1	hA
juhowyAxiH	ozhAk	wyAge	pa.pa	hA#1	hA2	hA
juhowyAxiH	duxAF	xAne	A.pa	xA#1	xA3	xA
juhowyAxiH	duxAF	xAne	pa.pa	xA#1	xA3	xA
juhowyAxiH	duXAF	poRaNe	A.pa	-	XA1	XA
juhowyAxiH	duXAF	poRaNe	pa.pa	-	XA1	XA
juhowyAxiH	duXAF	xAne	A.pa	-	XA1	XA
juhowyAxiH	duXAF	xAne	pa.pa	-	XA1	XA
juhowyAxiH	duXAF	XAraNe	A.pa	XA#1	XA1	XA
juhowyAxiH	duXAF	XAraNe	pa.pa	XA#1	XA1	XA
juhowyAxiH	Nijizr	poRaNe	A.pa	-	Nij2	nij
juhowyAxiH	Nijizr	poRaNe	pa.pa	-	Nij2	nij
juhowyAxiH	Nijizr	SOce	A.pa	nij	Nij2	nij
juhowyAxiH	Nijizr	SOce	pa.pa	nij	Nij2	nij
juhowyAxiH	vijizr	pqWagBAve	A.pa	-	vij1	vij
juhowyAxiH	vijizr	pqWagBAve	pa.pa	-	vij1	vij
juhowyAxiH	viRLz	vyApwO	A.pa	-	viR2	viR
juhowyAxiH	viRLz	vyApwO	pa.pa	viR#1	viR2	viR
juhowyAxiH	Gq	kRaraNe	pa.pa	-	+Gq2	+Gq
juhowyAxiH	Gq	xIpwO	pa.pa	Gq	+Gq2	+Gq
juhowyAxiH	gq	kRaraNe	pa.pa	-	+gq2	+gq
juhowyAxiH	gq	xIpwO	pa.pa	-	+gq2	+gq
juhowyAxiH	hq	prasahyakaraNe	pa.pa	hq#1	hq2	hq
juhowyAxiH	q	gawO	pa.pa	q	q2	q
juhowyAxiH	sq	gawO	pa.pa	sq	sq2	sq
juhowyAxiH	Basaz	Barwsane	pa.pa	Bas	Bas1	Bas
juhowyAxiH	Basaz	xIpwO	pa.pa	-	Bas1	Bas
juhowyAxiH	ki	jFAne	pa.pa	-	ki1	ki
juhowyAxiH	kiwaz	jFAne	pa.pa	-	+kiw2	+kiw
juhowyAxiH	wuraz	wvaraNe	pa.pa	-	wur1	wur
juhowyAxiH	XiRaz	Sabxe	pa.pa	-	XiR1	XiR
juhowyAxiH	Xanaz	XAnye	pa.pa	-	Xan1	Xan
juhowyAxiH	janaz	janane	pa.pa	-	jan1	jan
juhowyAxiH	gA	janane	pa.pa	gA#1	gA2	gA
juhowyAxiH	gA	swuwO	pa.pa	-	gA2	gA
	
	
gaNa	iw_XAwu	mng	paxI	Heritage	saMsAXanI	saMsAXanI
	
xivAxiH	xivuz	gawO	pa.pa	-	xiv2	xiv
xivAxiH	xivuz	kAnwO	pa.pa	-	xiv2	xiv
xivAxiH	xivuz	krIdAyAm	pa.pa	xIv#1	xiv2	xiv
xivAxiH	xivuz	maxe	pa.pa	xIv#1	xiv2	xiv
xivAxiH	xivuz	moxane	pa.pa	xIv#1	xiv2	xiv
xivAxiH	xivuz	svapne	pa.pa	-	xiv2	xiv
xivAxiH	xivuz	swuwO	pa.pa	-	xiv2	xiv
xivAxiH	xivuz	vijigIRAyAm	pa.pa	-	xiv2	xiv
xivAxiH	xivuz	vyavahAre	pa.pa	-	xiv2	xiv
xivAxiH	xivuz	xyuwO	pa.pa	-	xiv2	xiv
xivAxiH	Rivuz	wanwusanwAne	pa.pa	sIv	Riv1	siv
xivAxiH	srivuz	gawO	pa.pa	-	sriv1	sriv
xivAxiH	srivuz	SoRaNe	pa.pa	-	sriv1	sriv
xivAxiH	RTivuz	nirasane	pa.pa	-	RTiv2	RTiv
xivAxiH	Rnusuz	axane	pa.pa	-	Rnus1	snus
xivAxiH	Rnasuz	nirasane	pa.pa	-	Rnas1	snas
xivAxiH	knasuz	hvaraNe	pa.pa	-	knas1	knas
xivAxiH	knasuz	xIpwO	pa.pa	-	knas1	knas
xivAxiH	knasuz	kRaraNe	pa.pa	-	knas1	knas
xivAxiH	vyuRaz	viBAge	pa.pa	-	vyuR1	vyuR
xivAxiH	pluRaz	xAhe	pa.pa	pluR	pluR2	pluR
xivAxiH	nqwIz	gAwravikRepe	pa.pa	nqw	nqw1	nqw
xivAxiH	wrasIz	uxvege	pa.pa	wras	wras1	wras
xivAxiH	kuWaz	pUwIBAve	pa.pa	-	kuW2	kuW
xivAxiH	puWaz	hiMsAyAm	pa.pa	puW	puW3	puW
xivAxiH	gqXuz	pariveRtane	pa.pa	-	guX1	guX
xivAxiH	kRipaz	preraNe	pa.pa	-	kRip1	kRip
xivAxiH	puRpaz	vikasane	pa.pa	-	puRp1	puRp
xivAxiH	wimaz	ArxrIBAve	pa.pa	-	wim1	wim
xivAxiH	wImaz	ArxrIBAve	pa.pa	-	wIm1	wIm
xivAxiH	Rwimaz	ArxrIBAve	pa.pa	swim	Rwim1	swim
xivAxiH	RwImaz	ArxrIBAve	pa.pa	-	RwIm1	swIm
xivAxiH	vrIdaz	coxane	pa.pa	vrId(1)	vrId1	vrId
xivAxiH	iRaz	gawO	pa.pa	iR#2	iR1	iR
xivAxiH	Rahaz	SakyarWe	pa.pa	-	Rah2	sah
xivAxiH	Ruhaz	cakyarWe	pa.pa	-	Ruh1	suh
xivAxiH	Ruhaz	SakyarWe	pa.pa	-	Ruh1	suh
xivAxiH	jQR	vayohAnO	pa.pa	jQ	jQ1	jQ
xivAxiH	JQR	vayohAnO	pa.pa	-	JQ1	JQ
xivAxiH	RUf	prANiprasave	A.pa	-	RU2	sU
xivAxiH	xUf	pariwApe	A.pa	-	xU1	xU
xivAxiH	xIf	kRaye	A.pa	-	xI1	xI
xivAxiH	dIf	gawO	A.pa	dI	dI2	dI
xivAxiH	dIf	vihAyasA_gawO	A.pa	dI	dI2	dI
xivAxiH	XIf	anAxare	A.pa	-	XI1	XI
xivAxiH	XIf	AxAne	A.pa	-	XI1	XI
xivAxiH	XIf	AXAre	A.pa	XI#1	XI1	XI
xivAxiH	mIf	hiMsAyAm	A.pa	mI	mI1	mI
xivAxiH	rIf	sravaNe	A.pa	ri	rI1	rI
xivAxiH	rIf	SravaNe	A.pa	ri	rI1	rI
xivAxiH	lIf	SleRaNe	A.pa	lI	lI1	lI
xivAxiH	vrIf	vqNowyarWe	A.pa	-	vrI1	vrI
xivAxiH	pIf	pAne	A.pa	-	pI1	pI
xivAxiH	mAf	mAne	A.pa	-	mA3	mA
xivAxiH	If	gawO	A.pa	-	I1	I
xivAxiH	prIf	prIwO	A.pa	-	prI1	prI
xivAxiH	So	wanUkaraNe	pa.pa	SA	So1	So
xivAxiH	Co	Cexane	pa.pa	-	Co1	Co
xivAxiH	Co	Coxane	pa.pa	-	Co1	Co
xivAxiH	Ro	anwakarmaNi	pa.pa	sA#1	Ro1	so
xivAxiH	xo	avaKaNdane	pa.pa	-	xo1	xo
xivAxiH	janIz	prAxurBAve	A.pa	jan	jan2	jan
xivAxiH	xIpIz	xIpwO	A.pa	xIp	xIp1	xIp
xivAxiH	pUrIz	ApyAyane	A.pa	-	pUr1	pUr
xivAxiH	wUrIz	gawiwvaraNe	A.pa	-	wUr1	wUr
xivAxiH	wUrIz	hiMsAyAm	A.pa	-	wUr1	wUr
xivAxiH	XUrIz	gawO	A.pa	-	XUr1	XUr
xivAxiH	XUrIz	hiMsAyAm	A.pa	-	XUr1	XUr
xivAxiH	gUrIz	gawO	A.pa	-	gUr1	gUr
xivAxiH	gUrIz	hiMsAyAm	A.pa	-	gUr1	gUr
xivAxiH	GUrIz	hiMsAyAm	A.pa	-	GUr1	GUr
xivAxiH	GUrIz	vayohAnO	A.pa	-	GUr1	GUr
xivAxiH	jUrIz	hiMsAyAm	A.pa	-	jUr1	jUr
xivAxiH	jUrIz	vayohAnO	A.pa	-	jUr1	jUr
xivAxiH	SUrIz	hiMsAyAm	A.pa	-	SUr1	SUr
xivAxiH	SUrIz	swamBe	A.pa	-	SUr1	SUr
xivAxiH	cUrIz	xAhe	A.pa	-	cUr1	cUr
xivAxiH	wapaz	ESvarye	A.pa	wap	wap2	wap
xivAxiH	vqwuz	varaNe	A.pa	-	vqw2	vqw
xivAxiH	vAvqwuz	varaNe	A.pa	-	vAvqw1	vAvqw
xivAxiH	kliSaz	upawApe	A.pa	-	kliS1	kliS
xivAxiH	kASqz	xIpwO	A.pa	-	kAS2	kAS
xivAxiH	vASqz	Sabxe	A.pa	vAS	vAS1	vAS
xivAxiH	mqRaz	wiwikRAyAm	A.pa	mqR	mqR2	mqR
xivAxiH	mqRaz	wiwikRAyAm	pa.pa	mqR	mqR2	mqR
xivAxiH	IzSucizr	pUwIBAve	A.pa	-	Suc2	Suc
xivAxiH	IzSucizr	pUwIBAve	pa.pa	-	Suc2	Suc
xivAxiH	Nahaz	banXane	A.pa	nah	Nah1	nah
xivAxiH	Nahaz	banXane	pa.pa	nah	Nah1	nah
xivAxiH	Nahaz	baXane	A.pa	nah	Nah1	nah
xivAxiH	Nahaz	baXane	pa.pa	nah	Nah1	nah
xivAxiH	ranjaz	rAge	A.pa	raFj	ranj2	ranj
xivAxiH	ranjaz	rAge	pa.pa	raFj	ranj2	ranj
xivAxiH	Sapaz	AkroSe	A.pa	-	Sap2	Sap
xivAxiH	Sapaz	AkroSe	pa.pa	-	Sap2	Sap
xivAxiH	paxaz	gawO	A.pa	pax#1	pax1	pax
xivAxiH	Kixaz	xEnye	A.pa	-	Kix1	Kix
xivAxiH	vixaz	sawwAyAm	A.pa	-	vix2	vix
xivAxiH	buXaz	avagamane	A.pa	buX#1	buX3	buX
xivAxiH	yuXaz	samprahAre	A.pa	yuX#1	yuX1	yuX
xivAxiH	anu-ruXaz	kAme	A.pa	-	anu-ruX1	anu-ruX
xivAxiH	aNaz	prANane	A.pa	-	aN2	aN
xivAxiH	manaz	jFAne	A.pa	-	man1	man
xivAxiH	yujaz	samAXO	A.pa	yuj#1	yuj1	yuj
xivAxiH	sqjaz	visarge	A.pa	-	sqj1	sqj
xivAxiH	liSaz	alpIBAve	A.pa	-	liS1	liS
xivAxiH	rAXoz	vqxXO	pa.pa	rAX	rAX1	rAX
xivAxiH	vyaXaz	wAdane	pa.pa	vyaX	vyaX1	vyaX
xivAxiH	puRaz	puRtO	pa.pa	puR#1	puR2	puR
xivAxiH	SuRaz	SoRaNe	pa.pa	SuR(1)	SuR1	SuR
xivAxiH	wuRaz	prIwO	pa.pa	wuR	wuR1	wuR
xivAxiH	wuRaz	wuRtO	pa.pa	wuR	wuR1	wuR
xivAxiH	xuRaz	vEkqwye	pa.pa	xuR	xuR1	xuR
xivAxiH	SliRaz	Alifgane	pa.pa	SliR	SliR2	SliR
xivAxiH	Sakaz	viBARiwo_marRaNe	pa.pa	Sak	Sak2	Sak
xivAxiH	FiRvixAz	gAwraprakRaraNe	pa.pa	svix#2	Rvix2	svix
xivAxiH	RvixA	gAwraprakRaraNe	pa.pa	-	RvixA1	svixA
xivAxiH	kruXaz	kope	pa.pa	kruX#1	kruX1	kruX
xivAxiH	kRuXaz	buBukRAyAm	pa.pa	kRuX#1	kRuX1	kRuX
xivAxiH	SuXaz	SOce	pa.pa	SuX	SuX1	SuX
xivAxiH	RiXuz	saMrAxXO	pa.pa	siX#1	RiX3	siX
xivAxiH	raXaz	hiMsAyAm	pa.pa	raX	raX1	raX
xivAxiH	raXaz	saMrAxXO	pa.pa	raX	raX1	raX
xivAxiH	NaSaz	axarSane	pa.pa	naS#1	NaS1	naS
xivAxiH	wqpaz	prINane	pa.pa	wqp#1	wqp1	wqp
xivAxiH	wqpaz	prIwO	pa.pa	wqp#1	wqp1	wqp
xivAxiH	xqpaz	harRe	pa.pa	xqp	xqp1	xqp
xivAxiH	xqpaz	mocane	pa.pa	xqp	xqp1	xqp
xivAxiH	xqpaz	mohane	pa.pa	xqp	xqp1	xqp
xivAxiH	xruhaz	jiGAMsAyAm	pa.pa	xruh#1	xruh1	xruh
xivAxiH	muhaz	vEciwye	pa.pa	muh	muh1	muh
xivAxiH	Rnuhaz	uxgiraNe	pa.pa	snuh#1	Rnuh1	snuh
xivAxiH	Rnihaz	prIwO	pa.pa	snih#1	Rnih1	snih
xivAxiH	Samuz	upaSamane	pa.pa	Sam#1	Sam1	Sam
xivAxiH	wamuz	kAfkRAyAm	pa.pa	wam	wam1	wam
xivAxiH	xamuz	upaSamane	pa.pa	xam#1	xam1	xam
xivAxiH	Sramuz	Kexe	pa.pa	Sram	Sram1	Sram
xivAxiH	Sramuz	wapasi	pa.pa	Sram	Sram1	Sram
xivAxiH	Bramuz	anavasWAne	pa.pa	Bram	Bram2	Bram
xivAxiH	kRamUz	sahane	pa.pa	-	kRam2	kRam
xivAxiH	klamuz	glAnO	pa.pa	klam	klam1	klam
xivAxiH	maxIz	harRe	pa.pa	max#1	max2	max
xivAxiH	asuz	kRepaNe	pa.pa	as#2	as3	as
xivAxiH	yasuz	prayawne	pa.pa	yas	yas1	yas
xivAxiH	yasuz	yawne	pa.pa	yas	yas1	yas
xivAxiH	jasuz	mokRaNe	pa.pa	jas	jas1	jas
xivAxiH	wasuz	prakRepaNe	pa.pa	-	was1	was
xivAxiH	wasuz	upakRaye	pa.pa	-	was1	was
xivAxiH	xasuz	prakRepaNe	pa.pa	-	xas1	xas
xivAxiH	xasuz	upakRaye	pa.pa	xas	xas1	xa
xivAxiH	vasuz	swamBe	pa.pa	-	vas3	vas
xivAxiH	pyusaz	viBAge	pa.pa	-	pyus1	pyus
xivAxiH	vyuRaz	xAhe	pa.pa	-	vyuR1	vyuR
xivAxiH	visaz	preraNe	pa.pa	-	vis1	vis
xivAxiH	kusaz	SleRaNe	pa.pa	-	kus1	kus
xivAxiH	busaz	uwsarge	pa.pa	-	bus1	bus
xivAxiH	musaz	KaNdane	pa.pa	-	mus1	mus
xivAxiH	masIz	parimANe	pa.pa	-	mas1	mas
xivAxiH	masIz	pariNAme	pa.pa	-	mas1	mas
xivAxiH	masIz	pramANe	pa.pa	-	mas1	mas
xivAxiH	lutaz	vilotane	pa.pa	-	lut4	lut
xivAxiH	ucaz	samavAye	pa.pa	uc	uc1	uc
xivAxiH	BqSuz	aXaHpawane	pa.pa	-	BqS1	BqS
xivAxiH	BranSuz	aXaHpawane	pa.pa	BraMS	BranS2	BraMS
xivAxiH	vqSaz	varaNe	pa.pa	-	vqS1	vqS
xivAxiH	kqSaz	wanUkaraNe	pa.pa	kqS	kqS1	kqS
xivAxiH	FiwqRAz	pipAsAyAm	pa.pa	wqR#1	wqR1	wqR
xivAxiH	hqRaz	wuRtO	pa.pa	hqR	hqR2	hqR
xivAxiH	ruRaz	roRe	pa.pa	ruR#1	ruR2	ruR
xivAxiH	dipaz	kRepe	pa.pa	-	dip1	dip
xivAxiH	kupaz	kroXe	pa.pa	kup	kup1	kup
xivAxiH	gupaz	vyAkulawve	pa.pa	-	gup3	gup
xivAxiH	yupaz	vimohane	pa.pa	-	yup1	yup
xivAxiH	rupaz	vimohane	pa.pa	-	rup1	rup
xivAxiH	luBaz	gArxXye	pa.pa	luB	luB1	luB
xivAxiH	kRuBaz	saFcalane	pa.pa	kRuB	kRuB2	kRuB
xivAxiH	NaBaz	hiMsAyAm	pa.pa	-	NaB2	naB
xivAxiH	wuBaz	hiMsAyAm	pa.pa	-	wuB2	wuB
xivAxiH	klixUz	ArxrIBAve	pa.pa	klix	klix2	klix
xivAxiH	FimixAz	snehane	pa.pa	mix	mix3	mix
xivAxiH	FikRvixAz	mocane	pa.pa	-	kRvix2	kRvix
xivAxiH	FikRvixAz	mohane	pa.pa	-	kRvix2	kRvix
xivAxiH	FikRvixAz	snehane	pa.pa	-	kRvix2	kRvix
xivAxiH	qXuz	vqxXO	pa.pa	qX	qX1	qX
xivAxiH	gqXuz	aBikAfkRAyAm	pa.pa	gqX	gqX1	gqX
xivAxiH	bisaz	preraNe	pa.pa	-	bis1	bis
xivAxiH	Rnusa	nirasane	pa.pa	-	Rnusa1	snusa
xivAxiH	swUpaz	samucCrAye	pa.pa	-	swUp1	swUp
xivAxiH	lupaz	vimohane	pa.pa	-	lup1	lup
xivAxiH	xahaz	BasmIkaraNe	pa.pa	xah#1	xah3	xah
	
gaNa	iw_XAwu	mng	paxI	Heritage	saMsAXanI	saMsAXanI
	
svAxiH	RuF	aBiRave	A.pa	su#2	Ru3	su
svAxiH	RuF	aBiRave	pa.pa	su#2	Ru3	su
svAxiH	RiF	banXane	A.pa	-	Ri1	si
svAxiH	RiF	banXane	pa.pa	-	Ri1	si
svAxiH	SiF	niSAne	A.pa	-	Si1	Si
svAxiH	SiF	niSAne	pa.pa	-	Si1	Si
svAxiH	dumiF	prakRepaNe	A.pa	mi	mi1	mi
svAxiH	dumiF	prakRepaNe	pa.pa	mi	mi1	mi
svAxiH	ciF	cayane	A.pa	ci	ci1	ci
svAxiH	ciF	cayane	pa.pa	ci	ci1	ci
svAxiH	swqF	AcCAxane	A.pa	swQ	swq1	swq
svAxiH	swqF	AcCAxane	pa.pa	swQ	swq1	swq
svAxiH	kqF	hiMsAyAm	A.pa	kq#2	+kq2	+kq
svAxiH	kqF	hiMsAyAm	pa.pa	kq#2	+kq2	+kq
svAxiH	vqF	varaNe	A.pa	vq#1	vq1	vq
svAxiH	vqF	varaNe	pa.pa	vq#1	vq1	vq
svAxiH	XuF	kampane	A.pa	-	Xu1	Xu
svAxiH	XuF	kampane	pa.pa	-	Xu1	Xu
svAxiH	tuxu	upawApe	pa.pa	xu	xu2	xu
svAxiH	hi	gawO	pa.pa	hi#2	hi1	hi
svAxiH	hi	vqxXO	pa.pa	-	hi1	hi
svAxiH	pq	prIwO	pa.pa	-	pq2	pq
svAxiH	spq	pAlane	pa.pa	spq	spq1	spq
svAxiH	spq	prIwO	pa.pa	-	spq1	spq
svAxiH	smq	balane	pa.pa	-	smq2	smq
svAxiH	smq	prIwO	pa.pa	-	smq2	smq
svAxiH	ApLz	vyApwO	pa.pa	Ap	Ap1	Ap
svAxiH	SakLz	SakwO	pa.pa	Sak	Sak3	Sak
svAxiH	rAXaz	saMsixXO	pa.pa	rAX	rAX2	rAX
svAxiH	sAXaz	saMsixXO	pa.pa	-	sAX1	sAX
svAxiH	RAXaz	saMsixXO	pa.pa	-	RAX1	sAX
svAxiH	aSUz	safGAwe	A.pa	aS#1	aS1	aS
svAxiH	aSUz	vyApwO	A.pa	aS#1	aS1	aS
svAxiH	RwiGaz	Askanxane	A.pa	-	RwiG1	RtiG
svAxiH	wikaz	Askanxane	pa.pa	-	wik2	wik
svAxiH	wigaz	Askanxane	pa.pa	-	wig1	wig
svAxiH	RaGaz	hiMsAyAm	pa.pa	-	RaG1	saG
svAxiH	FiXqRAz	prAgalBye	pa.pa	XqR	XqR1	XqR
svAxiH	xanBuz	xamBe	pa.pa	-	xanB1	xamB
svAxiH	qXuz	vqxXO	pa.pa	qX	qX2	qX
svAxiH	wqpaz	prINane	pa.pa	-	wqp2	wqp
svAxiH	ahaz	vyApwO	pa.pa	-	ah2	ah
svAxiH	xaGaz	GAwane	pa.pa	-	xaG2	xaG
svAxiH	xaGaz	pAlane	pa.pa	xaG	xaG2	xaG
svAxiH	camuz	BakRaNe	pa.pa	-	cam2	cam
svAxiH	ri	hiMsAyAm	pa.pa	-	ri1	ri
svAxiH	kRi	hiMsAyAm	pa.pa	kRI	kRi2	kRi
svAxiH	qkRi	hiMsAyAm	pa.pa	-	+qkRi1	+qkRi
svAxiH	ciri	hiMsAyAm	pa.pa	-	ciri1	ciri
svAxiH	jiri	hiMsAyAm	pa.pa	-	jiri1	jiri
svAxiH	xASa	hiMsAyAm	pa.pa	-	xASa1	xASa
svAxiH	xq	hiMsAyAm	pa.pa	-	xq2	xq
	
gaNa	iw_XAwu	mng	paxI	Heritage	saMsAXanI	saMsAXanI
	
wuxAxiH	wuxaz	vyaWane	A.pa	wux#1	wux1	wux
wuxAxiH	wuxaz	vyaWane	pa.pa	wux#1	wux1	wux
wuxAxiH	Nuxaz	preraNe	pa.pa	nux	Nux1	nux
wuxAxiH	xiSaz	awisarjane	A.pa	xiS#1	xiS1	xiS
wuxAxiH	xiSaz	awisarjane	pa.pa	xiS#1	xiS1	xiS
wuxAxiH	Brasjaz	pAke	A.pa	Bqjj	Brasj1	Brasj
wuxAxiH	Brasjaz	pAke	pa.pa	Bqjj	Brasj1	Brasj
wuxAxiH	kRipaz	preraNe	A.pa	kRip	kRip2	kRip
wuxAxiH	kRipaz	preraNe	pa.pa	kRip	kRip2	kRip
wuxAxiH	kqRaz	vileKane	A.pa	kqR	kqR2	kqR
wuxAxiH	kqRaz	vileKane	pa.pa	kqR	kqR2	kqR
wuxAxiH	qRIz	gawO	pa.pa	qR	qR1	qR
wuxAxiH	juRIz	prIwO	A.pa	juR#1	juR1	juR
wuxAxiH	juRIz	sevane	A.pa	-	juR1	juR
wuxAxiH	ozvijIz	Baye	A.pa	vij	vij2	vij
wuxAxiH	ozvijIz	calane	A.pa	vij	vij2	vij
